business_id,business_id_raw,name,province,city,street_address,postal_code,post_office,coordinates,postal_address,postal_address_code,postal_address_post_offoce,postal_address_country,postal_address_country_code,company_form,established_date,main_line_of_business_code,main_line_of_business,main_line_of_business_category
28328278,2832827-8,Onerva Hoivaviestintä Oy,Keski-Suomen maakunta,Jyväskylä,Yrjönkatu 38-40 B 22,40100,JYVÄSKYLÄ,"(62.247845, 25.747335)",Yrjönkatu 38-40 B 22,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2017-05-09,62010,Software Design and Development,"IT Consulting, IT Services"
32001104,3200110-4,Volare Oy,,,,,,,Kalliokierto 14,05460,HYVINKÄÄ,Suomi,FIN,Osakeyhtiö,2021-03-23,72193,Engineering Research and Development,"Product Development, Research and Design Services"
27919519,2791951-9,Zoy Oy,Pohjois-Karjalan maakunta,Joensuu,Suvantokatu 3,80100,JOENSUU,"(62.598411, 29.76145)",Suvantokatu 3,80100,JOENSUU,Suomi,FIN,Osakeyhtiö,2016-11-02,72193,Engineering Research and Development,"Product Development, Research and Design Services"
32412675,3241267-5,Silta Education Oy,Uudenmaan maakunta,Helsinki,Oikokatu 4 B 12,00170,HELSINKI,"(60.174712, 24.95403)",Kadetintie 3 B 21,00330,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-10-11,85600,Educational Support Services,Education and Training Services
27516752,2751675-2,Fluid Intelligence Oy,Keski-Suomen maakunta,Jyväskylä,Tikkutehtaantie 63 B,40800,VAAJAKOSKI,"(62.238314, 25.875386)",Tikkutehtaantie 63 B,40800,VAAJAKOSKI,Suomi,FIN,Osakeyhtiö,2016-03-10,71129,Other Technical Services,
27135642,2713564-2,Bob W Technologies Finland Oy,,,,,,,Kasarmikatu 40,00130,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-09-24,55909,Other Accommodation Activities n.e.c.,Production Company
27221508,2722150-8,Rouhia Oy,Uudenmaan maakunta,Järvenpää,,04410,JÄRVENPÄÄ,,Kimalaispolku 7,04410,JÄRVENPÄÄ,Suomi,FIN,Osakeyhtiö,2015-11-03,62010,Software Design and Development,"IT Consulting, IT Services"
31353386,3135338-6,Doublepoint Technologies Oy,Uudenmaan maakunta,Helsinki,Pursimiehenkatu 26 C,00150,HELSINKI,"(60.15838, 24.93398)",Pursimiehenkatu 26 C,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-05-08,72193,Engineering Research and Development,"Product Development, Research and Design Services"
30912609,3091260-9,Arador Innovations Oy,Uudenmaan maakunta,Espoo,Kamreerintie 10,02770,ESPOO,"(60.204028, 24.65157)",Kamreerintie 10,02770,ESPOO,Suomi,FIN,Osakeyhtiö,2019-10-03,59110,"Production of Films, Videos, and TV Programs",Production Company
27730783,2773078-3,IMT First Oy,Etelä-Savon maakunta,Kangasniemi,Kankaistentie 4,51200,KANGASNIEMI,"(61.989382, 26.63517)",Kankaistentie 4,51200,KANGASNIEMI,Suomi,FIN,Osakeyhtiö,2016-07-25,62090,Other IT and Computer Services,"IT Consulting, IT Services"
29114722,2911472-2,Lekatech Oy,Päijät-Hämeen maakunta,Iitti,Harjuntie 239,47400,KAUSALA,"(60.901578, 26.39031)",Harjuntie 239,47400,KAUSALA,Suomi,FIN,Osakeyhtiö,2018-04-23,28920,"Manufacture of Mining, Quarrying and Construction Machinery",Mining Machinery and Equipment
30912588,3091258-8,Predicell Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-10-03,62010,Software Design and Development,"IT Consulting, IT Services"
29008356,2900835-6,Glowdia Oy,Pohjois-Pohjanmaan maakunta,Oulu,Juoksukuja 3 B 10,90670,OULU,"(64.996991, 25.61363)",Liikkujantie 2 B 6,90670,OULU,Suomi,FIN,Osakeyhtiö,2018-03-05,74102,Interior Architecture and Design,Interior Design
32756603,3275660-3,Olakino Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-03-21,72193,Engineering Research and Development,"Product Development, Research and Design Services"
27258458,2725845-8,SpinDrive Oy,Etelä-Karjalan maakunta,Lappeenranta,Laserkatu 6,53850,LAPPEENRANTA,"(61.062852, 28.09658)",Laserkatu 6,53850,LAPPEENRANTA,Suomi,FIN,Osakeyhtiö,2015-11-19,27110,"Manufacture of Electric Motors, Generators and Transformers",Electric Motors and Generators
28087806,2808780-6,Huoleti Oy,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2017-01-20,62010,Software Design and Development,"IT Consulting, IT Services"
27414369,2741436-9,Helsieni Oy,Uudenmaan maakunta,Helsinki,Uutiskatu 2,00240,HELSINKI,"(60.20378, 24.91947)",Uutiskatu 2,00240,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-02-01,47763,Retail Sale of Garden Products,Gardening and Nurseries
27396842,2739684-2,Quiske Oy,Uudenmaan maakunta,Helsinki,Reelinki 33,00890,HELSINKI,"(60.248278, 25.22004)",Reelinki 33,00890,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-01-26,62010,Software Design and Development,"IT Consulting, IT Services"
27394206,2739420-6,Meru Health Oy,Uudenmaan maakunta,Helsinki,Fredrikinkatu 63a C,00100,HELSINKI,"(60.169006, 24.930367)",Fredrikinkatu 63a C,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-01-22,70220,Other Management Consulting,"IT Consulting, IT Services"
33702519,3370251-9,Buffer Solutions Oy,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2023-06-06,72193,Engineering Research and Development,"Product Development, Research and Design Services"
28143716,2814371-6,Digitaika Oy,Uudenmaan maakunta,Helsinki,Suutarintie 13 B,00760,HELSINKI,"(60.273159, 25.052135)",Tiililinnankatu 2 C 69,20100,TURKU,Suomi,FIN,Osakeyhtiö,2017-02-08,62010,Software Design and Development,"IT Consulting, IT Services"
28183312,2818331-2,Bellylabs Oy,Uudenmaan maakunta,Helsinki,Veneentekijäntie 12 A,00210,HELSINKI,"(60.151089, 24.88792)",Veneentekijäntie 12 A,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-02-23,72192,Other Natural Sciences Research and Development,"Product Development, Research and Design Services"
29518997,2951899-7,Builderhead Oy,Uudenmaan maakunta,Helsinki,Alppikylänkatu 4 C 52,00770,HELSINKI,"(60.260379, 25.06784)",Penttiläntie 8 A 1,00740,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-11-12,62010,Software Design and Development,Applications and Software
32123742,3212374-2,Verspeak Oy,Uudenmaan maakunta,Helsinki,Itälahdenkatu 22 A,00210,HELSINKI,"(60.152418, 24.880309)",Itälahdenkatu 22 A,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-05-19,62010,Software Design and Development,"IT Consulting, IT Services"
28257019,2825701-9,Kuura Playhouse Oy,Kymenlaakson maakunta,Kotka,Karhinkatu 18,48600,KOTKA,"(60.52547, 26.94758)",Karhinkatu 18,48600,KOTKA,Suomi,FIN,Osakeyhtiö,2017-03-30,58210,Publishing of Computer Games,Private Sauna
30180938,3018093-8,Bonus Stage Oy,,,,,,,Palolankuja 3 lh. 7,90620,OULU,Suomi,FIN,Osakeyhtiö,2019-08-14,70220,Other Management Consulting,Management Consulting
31838594,3183859-4,CurifyLabs Oy,Uudenmaan maakunta,Helsinki,Salmisaarenaukio 1,00180,HELSINKI,"(60.165579, 24.90065)",Viklakuja 3 E,00200,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-01-15,62090,Other IT and Computer Services,"IT Consulting, IT Services"
28740625,2874062-5,Kendis Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-12-06,62010,Software Design and Development,"IT Consulting, IT Services"
28027192,2802719-2,Eezery Enterprise Oy,Kanta-Hämeen maakunta,Riihimäki,Syrjäkatu 24,11710,RIIHIMÄKI,"(60.72757, 24.76037)",Syrjäkatu 24,11710,RIIHIMÄKI,Suomi,FIN,Osakeyhtiö,2016-12-22,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
31906403,3190640-3,Herkkä Snacks Oy,Pirkanmaan maakunta,Kangasala,Lentolantie 14-16,36220,KANGASALA,"(61.47525, 23.98525)",Lentolantie 14-16,36220,KANGASALA,Suomi,FIN,Osakeyhtiö,2021-02-12,47299,Specialized Retail Sale of Daily Consumer Goods,
31632668,3163266-8,AI Marketing Oy,Pirkanmaan maakunta,Tampere,,33210,TAMPERE,,Finlaysoninkatu 7,33210,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-10-08,62010,Software Design and Development,"IT Consulting, IT Services"
32805006,3280500-6,Idlis Oy Ab,Varsinais-Suomen maakunta,Turku,Linnankatu 1 A 4,20100,TURKU,"(60.451785, 22.27379)",Linnankatu 1 A 4,20100,TURKU,Suomi,FIN,Osakeyhtiö,2022-04-12,63120,Web Portals,"IT Consulting, IT Services"
28928927,2892892-7,Fleethub Oy,Varsinais-Suomen maakunta,Kaarina,Piispanristintie 1,20760,PIISPANRISTI,"(60.416768, 22.329541)",Piispanristintie 1,20760,PIISPANRISTI,Suomi,FIN,Osakeyhtiö,2018-02-13,62010,Software Design and Development,"IT Consulting, IT Services"
27908043,2790804-3,Fleetrange Oy,Uudenmaan maakunta,Espoo,Ylätie 6B,02300,ESPOO,"(60.16036, 24.67708)",Ylätie 6 B,02300,ESPOO,Suomi,FIN,Osakeyhtiö,2016-10-27,63120,Web Portals,"IT Consulting, IT Services"
28014199,2801419-9,Subsoccer Oy,Uudenmaan maakunta,Helsinki,Melkonkatu 24,00210,HELSINKI,"(60.152662, 24.882)",Melkonkatu 24,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-12-15,32300,Manufacture of Sports Goods,Sports and Outdoor Equipment
32797819,3279781-9,Marked Global Oy,Uudenmaan maakunta,Tuusula,Pöytyripolku 6 C,04300,TUUSULA,"(60.395862, 25.02663)",Pöytyripolku 6 C,04300,TUUSULA,Suomi,FIN,Osakeyhtiö,2022-04-08,85600,Educational Support Services,Education and Training Services
28418943,2841894-3,Elstor Oy,Etelä-Karjalan maakunta,Lappeenranta,Tuotantokatu 2,53850,LAPPEENRANTA,"(61.059078, 28.09435)",Tuotantokatu 2,53850,LAPPEENRANTA,Suomi,FIN,Osakeyhtiö,2017-06-28,28990,Manufacture of Special-Purpose Machinery n.e.c.,Energy Production Equipment
26873758,2687375-8,Kasperi Products Oy,Uudenmaan maakunta,Helsinki,Pälkäneentie 13 A 306,00510,HELSINKI,"(60.194879, 24.94983)",Pälkäneentie 13 A 306,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-04-21,15120,"Manufacture of Travel Goods, Saddlery and Harness",Textile Services
32044091,3204409-1,StemSight Oy,Pirkanmaan maakunta,Tampere,Biokatu 12,33520,TAMPERE,"(61.507, 23.81345)",Biokatu 12,33520,TAMPERE,Suomi,FIN,Osakeyhtiö,2021-04-14,21200,Manufacture of Pharmaceutical Products,Pharmaceutical Industry
32062118,3206211-8,Spectacular AI Oy,Uudenmaan maakunta,Espoo,Tekniikantie 14,02150,ESPOO,"(60.186139, 24.81273)",Tekniikantie 14,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2021-04-22,62010,Software Design and Development,"IT Consulting, IT Services"
28796012,2879601-2,Montinutra Oy,Varsinais-Suomen maakunta,Turku,Rieskalähteentie 68,20300,TURKU,"(60.47133, 22.26321)",Rieskalähteentie 68,20300,TURKU,Suomi,FIN,Osakeyhtiö,2018-01-03,10890,Manufacture of Other Food Products n.e.c.,Biotechnology
35004351,3500435-1,Perkly Oy,,,,,,,Liekokuja 8,01150,SÖDERKULLA,Suomi,FIN,Osakeyhtiö,2025-01-03,62010,Software Design and Development,"IT Consulting, IT Services"
29156367,2915636-7,Redhill Games Oy,Uudenmaan maakunta,Helsinki,Töölönlahdenkatu 2,00100,HELSINKI,"(60.173842, 24.93365)",PL 36,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-05-16,62010,Software Design and Development,"IT Consulting, IT Services"
29583465,2958346-5,Finnadvance OY,Uudenmaan maakunta,Helsinki,Viikinkaari 1,00790,HELSINKI,"(60.22518, 25.01675)",Viikinkaari 1,00790,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-12-12,72192,Other Natural Sciences Research and Development,"Product Development, Research and Design Services"
27616286,2761628-6,Lyfta Oy,,,,,,,PL 1188,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-05-11,59110,"Production of Films, Videos, and TV Programs",Production Company
29193758,2919375-8,SaluStim Group Oy,Uudenmaan maakunta,Helsinki,Halsuantie 1,00420,HELSINKI,"(60.238049, 24.88599)",Halsuantie 1,00420,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-06-04,26600,Manufacture of Radiation and Medical Electronic Devices,Healthcare Equipment and Supplies
27061997,2706199-7,Heart2Save Oy,,,,,,,PL 1188,70211,KUOPIO,Suomi,FIN,Osakeyhtiö,2015-08-24,46462,Wholesale of Laboratory and Medical Equipment,Wholesale Business
30120353,3012035-3,Safegrid Oy,Uudenmaan maakunta,Espoo,Otakaari 5,02150,ESPOO,"(60.186622, 24.82692)",Otakaari 5,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2019-07-11,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
34228652,3422865-2,Nordic Nano Group Oy,Uudenmaan maakunta,Helsinki,Tallberginkatu 2 A 13,00180,HELSINKI,"(60.162039, 24.902565)",Tallberginkatu 2 A 13,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2024-01-27,27900,Manufacture of Other Electrical Equipment,"Electrical Devices, Electrical Machines"
32998629,3299862-9,CeLLife Technologies Oy,Pirkanmaan maakunta,Tampere,Postitorvenkatu 30,33840,TAMPERE,"(61.461269, 23.77584)",Postitorvenkatu 30,33840,TAMPERE,Suomi,FIN,Osakeyhtiö,2022-07-13,27200,Manufacture of Batteries and Accumulators,Batteries and Accumulators
30863472,3086347-2,Metaplay Oy,Uudenmaan maakunta,Helsinki,Urho Kekkosen katu 7 B 406,00100,HELSINKI,"(60.168181, 24.93149)",Urho Kekkosen Katu 7 B,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-09-11,62010,Software Design and Development,"IT Consulting, IT Services"
30069674,3006967-4,Nordic Bioproducts Group Oy,Uudenmaan maakunta,Espoo,Tietotie 1,02150,ESPOO,"(60.185299, 24.82063)",Tietotie 1,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2019-06-17,20590,Manufacture of Other Chemical Products n.e.c.,Paper Production and Processing
27570775,2757077-5,Arvo Mobile Oy,Varsinais-Suomen maakunta,Turku,Tykistökatu 4 B,20520,TURKU,"(60.449691, 22.29271)",Tykistökatu 4 B,20520,TURKU,Suomi,FIN,Osakeyhtiö,2016-04-13,64990,Other Financial Services n.e.c. (Excluding Insurance and Pension Funding),Finance and Credit Activities
27813079,2781307-9,Rundit Oy,,,,,,,Lastenkodinkatu 2-10 N 4,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-09-12,62090,Other IT and Computer Services,Finance and Credit Activities
30223213,3022321-3,Forbidden Studios Oy,,,,,,,Häntäläntie 518,31450,HÄNTÄLÄ,Suomi,FIN,Osakeyhtiö,2019-09-04,62010,Software Design and Development,"IT Consulting, IT Services"
31082811,3108281-1,Hycamite Tcd Technologies Oy,Keski-Pohjanmaan maakunta,Kokkola,Kemirantie 15,67900,KOKKOLA,"(63.856378, 23.050996)",Kemirantie 15,67900,KOKKOLA,Suomi,FIN,Osakeyhtiö,2020-01-01,28990,Manufacture of Special-Purpose Machinery n.e.c.,"Energy Services, Energy Production"
27974673,2797467-3,eLive Ecosystem Oy,Etelä-Savon maakunta,Savonlinna,Laitaatsillantie 3 G,57170,SAVONLINNA,"(61.875928, 28.84757)",Laitaatsillantie 3 G,57170,SAVONLINNA,Suomi,FIN,Osakeyhtiö,2016-11-28,72191,Medical Research and Development,"IT Consulting, IT Services"
27789718,2778971-8,Vaki Oy,,,,,,,Jääkäripolku 5,80400,YLÄMYLLY,Suomi,FIN,Osakeyhtiö,2016-08-30,62010,Software Design and Development,"IT Consulting, IT Services"
28771149,2877114-9,Anicare Oy,Pohjois-Pohjanmaan maakunta,Oulu,Typpitie 1,90620,OULU,"(65.028419, 25.51006)",Typpitie 1,90620,OULU,Suomi,FIN,Osakeyhtiö,2017-12-20,26300,Manufacture of Communication Equipment,Communication and Imaging Equipment and Services
27204417,2720441-7,Momzie Oy,Etelä-Pohjanmaan maakunta,Lapua,Liljantie 50,62165,TIISTENJOKI,"(62.91032, 23.26911)",Liljantie 50,62165,TIISTENJOKI,Suomi,FIN,Osakeyhtiö,2015-10-26,62010,Software Design and Development,"IT Consulting, IT Services"
33441697,3344169-7,Kwizie Oy,,,,,,,Hämeentie 31,00500,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-02-09,62010,Software Design and Development,"IT Consulting, IT Services"
33804566,3380456-6,myStaze Oy,,,,,,,Siltavahdintie 2 A,02330,ESPOO,Suomi,FIN,Osakeyhtiö,2023-07-31,62010,Software Design and Development,"IT Consulting, IT Services"
29480853,2948085-3,Consulting Nature Oy,,,,,,,Sepänmäentie 1,21250,MASKU,Suomi,FIN,Osakeyhtiö,2018-10-24,46450,Wholesale of Perfumes and Cosmetics,Wholesale Business
27893478,2789347-8,Nolla Games Oy,Uudenmaan maakunta,Helsinki,Vuorikatu 22 B 65,00100,HELSINKI,"(60.172892, 24.94734)",Huhtatie 18,00700,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-10-19,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
27506191,2750619-1,Leadnium Advertising,Pohjanmaan maakunta,Laihia,Poolantie 810,66450,JAKKULA,"(62.863241, 21.86104)",Poolantie 810,66450,JAKKULA,Suomi,FIN,Yksityinen elinkeinonharjoittaja,2016-03-04,73111,Advertising Agencies,Advertising Agency
31571076,3157107-6,Annie Advisor Oy,Uudenmaan maakunta,Helsinki,Vilhonkatu 4 B 18,00100,HELSINKI,"(60.172061, 24.94681)",Vilhonkatu 4 B 18,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-09-09,62010,Software Design and Development,"IT Consulting, IT Services"
32501109,3250110-9,Materialisting Oy,Pohjois-Karjalan maakunta,Joensuu,Länsikatu 15,80110,JOENSUU,"(62.598019, 29.74457)",Länsikatu 15,80110,JOENSUU,Suomi,FIN,Osakeyhtiö,2021-11-22,74909,"Other Professional, Scientific, and Technical Activities",
27759025,2775902-5,Artome Oy,Päijät-Hämeen maakunta,Heinola,Syrjäläntie 81,19110,VIERUMÄKI,"(61.116398, 25.9072)",Syrjäläntie 81,19110,VIERUMÄKI,Suomi,FIN,Osakeyhtiö,2016-08-15,26400,Manufacture of Consumer Electronics,Consumer Electronics
27944511,2794451-1,VibeCatch Oy,Pohjois-Pohjanmaan maakunta,Oulu,Kiilakiventie 1,90250,OULU,"(64.985441, 25.51249)",Kiilakiventie 1,90250,OULU,Suomi,FIN,Osakeyhtiö,2016-11-14,62010,Software Design and Development,"IT Consulting, IT Services"
27343126,2734312-6,PrivacyDesigner Oy,Pohjois-Karjalan maakunta,Joensuu,Vallilankatu 13 C 13,80220,JOENSUU,"(62.594848, 29.76537)",Vallilankatu 13 C 13,80220,JOENSUU,Suomi,FIN,Osakeyhtiö,2016-01-02,62010,Software Design and Development,"IT Consulting, IT Services"
31694199,3169419-9,Kuulea Energia Oy,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8 A 410,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8 A 410,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-11-06,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
32510435,3251043-5,AddNow Oy,,,,,,,Kanavakatu 1 A 4008,00160,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-11-26,62010,Software Design and Development,"IT Consulting, IT Services"
28844264,2884426-4,Kotikyla.com Oy,Uudenmaan maakunta,Helsinki,Vapaaherrankuja 3,00570,HELSINKI,"(60.183609, 25.00944)",Vapaaherrankuja 3,00570,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-01-18,62010,Software Design and Development,"IT Consulting, IT Services"
27251395,2725139-5,VisiLean Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-11-12,62010,Software Design and Development,"IT Consulting, IT Services"
34493958,3449395-8,Sisufy Oy,Uudenmaan maakunta,Espoo,Tontunmäentie 41 as. 6,02200,ESPOO,"(60.179392, 24.7642)",,,,,,Osakeyhtiö,2024-05-15,85600,Educational Support Services,Education and Training Services
28507786,2850778-6,DieNo Games Oy,,,,,,,Koivukylän Puistotie 31 O 27,01360,VANTAA,Suomi,FIN,Osakeyhtiö,2017-08-18,58210,Publishing of Computer Games,Computer Games and Game Consoles
31680168,3168016-8,Ronsam Digital Oy,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-10-30,62010,Software Design and Development,"IT Consulting, IT Services"
31255831,3125583-1,Medicubex Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-03-11,72193,Engineering Research and Development,"Product Development, Research and Design Services"
30883449,3088344-9,Return Entertainment Oy,Uudenmaan maakunta,Helsinki,Tammasaarenkatu 1,00180,HELSINKI,"(60.16137, 24.90357)",Tammasaarenkatu 1,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-09-20,62010,Software Design and Development,"IT Consulting, IT Services"
28648992,2864899-2,Fad Games Oy,Uudenmaan maakunta,Helsinki,Porvoonkatu 33 A 3,00510,HELSINKI,"(60.19215, 24.94183)",Koskelantie 5,00610,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-10-25,62010,Software Design and Development,"IT Consulting, IT Services"
27937805,2793780-5,Innomost Oy,Keski-Pohjanmaan maakunta,Kokkola,Kemirantie 1,67900,KOKKOLA,"(63.846122, 23.04128)",Kemirantie 1,67900,KOKKOLA,Suomi,FIN,Osakeyhtiö,2016-11-10,20590,Manufacture of Other Chemical Products n.e.c.,Chemical Products
31676548,3167654-8,Marginum Oy,Pohjois-Savon maakunta,Kuopio,Puijonlaaksontie 2,70210,KUOPIO,"(62.896582, 27.65082)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-10-29,26600,Manufacture of Radiation and Medical Electronic Devices,Healthcare Equipment and Supplies
26934389,2693438-9,Emmy Clothing Company Oy,Uudenmaan maakunta,Lohja,Hemmolankatu 19,08150,LOHJA,"(60.25134, 24.10798)",Hemmolankatu 19,08150,LOHJA,Suomi,FIN,Osakeyhtiö,2015-05-25,47719,Retail Sale of Clothing,Clothing Store
29432413,2943241-3,ReceiptHero Oy,Pirkanmaan maakunta,Tampere,Finlaysoninkatu 7,33210,TAMPERE,"(61.50199, 23.75743)",Finlaysoninkatu 7,33210,TAMPERE,Suomi,FIN,Osakeyhtiö,2018-10-01,62010,Software Design and Development,"IT Consulting, IT Services"
28286629,2828662-9,Surgify Medical Oy,Uudenmaan maakunta,Espoo,Otakaari 5,02150,ESPOO,"(60.186622, 24.82692)",Otakaari 5,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-04-12,32501,Manufacture of Medical and Dental Instruments (excluding Dental Prostheses),Pharmaceutical Industry Equipment and Supplies
28125294,2812529-4,Logmore Oy,Keski-Suomen maakunta,Jyväskylä,Ahjokatu 18,40320,JYVÄSKYLÄ,"(62.259808, 25.7789)",Hämeentie 68 C 48,00550,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-02-01,26110,Manufacture of Electronic Components,Electronics and Components
29069888,2906988-8,Verge Motorcycles Oy,,,,,,,Kasarmikatu 21 A,00130,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-04-03,29100,Manufacture of Motor Vehicles,Motorcycles and Motorcycle Accessories
28320284,2832028-4,Euro Freelancers,Uudenmaan maakunta,Vantaa,Lauri Korpisen katu 6 A 3,01370,VANTAA,"(60.293566, 25.048797)",Lauri Korpisen Katu 6 A 3,01370,VANTAA,Suomi,FIN,Yksityinen elinkeinonharjoittaja,2017-05-05,70220,Other Management Consulting,Management Consulting
28298371,2829837-1,Fluxio Isännöinti Oy,Uudenmaan maakunta,Espoo,Tekniikantie 2,02150,ESPOO,"(60.180252, 24.82495)",Tekniikantie 2,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-04-24,68320,Real Estate Management,Real Estate Services
30175266,3017526-6,Nomoqu Oy,Uudenmaan maakunta,Vantaa,Piikuja 3 C 36,01600,VANTAA,"(60.259809, 24.84728)",Piikuja 3 C 36,01600,VANTAA,Suomi,FIN,Osakeyhtiö,2019-08-12,70220,Other Management Consulting,Management Consulting
32017245,3201724-5,Thermal Channel Technologies Oy,Pohjois-Pohjanmaan maakunta,Oulu,Palolantie 3 E,90620,OULU,"(65.054538, 25.53448)",Palolantie 3 E,90620,OULU,Suomi,FIN,Osakeyhtiö,2021-04-01,26110,Manufacture of Electronic Components,Electronics and Components
31616254,3161625-4,Safety4Traffic Oy,Uudenmaan maakunta,Espoo,Varsikengäntie 13,02780,ESPOO,"(60.179009, 24.59888)",Varsikengäntie 13,02780,ESPOO,Suomi,FIN,Osakeyhtiö,2020-09-30,62010,Software Design and Development,"IT Consulting, IT Services"
28232145,2823214-5,Trainda Oy,Uudenmaan maakunta,Helsinki,Tyynenmerenkatu 3 B 31,00220,HELSINKI,"(60.158932, 24.92151)",Lars Sonckin kaari 12,02600,ESPOO,Suomi,FIN,Osakeyhtiö,2017-03-17,62010,Software Design and Development,"IT Consulting, IT Services"
31856012,3185601-2,Luuri.ai,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2021-01-24,62010,Software Design and Development,"IT Consulting, IT Services"
28015511,2801551-1,Breaks Finland Oy,Uudenmaan maakunta,Helsinki,Mikonkatu 9,00100,HELSINKI,"(60.169942, 24.94537)",PL 1188,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-12-19,85599,Other Educational Institutions,Education and Training Services
28041664,2804166-4,Aqva.Io Oy,Satakunnan maakunta,Pori,Yrjönkatu 10c L,28100,PORI,"(61.486322, 21.79793)",Yrjönkatu 10c L,28100,PORI,Suomi,FIN,Osakeyhtiö,2017-01-03,61100,Wired Network Management and Services,Telecommunication Services and Equipment
27275979,2727597-9,BroadBit Batteries Oy,Uudenmaan maakunta,Helsinki,Orapihlajatie 37,00320,HELSINKI,"(60.223198, 24.88895)",Orapihlajatie 37,00320,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-11-27,27900,Manufacture of Other Electrical Equipment,"Electrical Devices, Electrical Machines"
