name,url,description,started_at,category,city,website,socials,business_id,finder_url
Aikumo,https://startup100.net/company/aikumo,,2013,SaaS/Business Software,Kirkkonummi,http://www.aikumo.com/,{'linkedin': 'https://www.linkedin.com/company/4830494'},,
Aila,https://startup100.net/company/aila,"Aila tarjoaa pienyrityksile helpon ja automaattisen kestävyysraportoinnin. 
Aloita raportointi Ailan suomenkielisellä työkalulla!",2023,Climate Technology,Helsinki,https://www.aila.earth/,{},3340395-7,https://www.finder.fi/search?what=3340395-7&type=company
Ainak,https://startup100.net/company/ainak,We create premium WordPress theme and Plugins .,2018,SaaS/Business Software,Huhmari,http://www.ainak.io/,"{'twitter': 'https://www.twitter.com/pixeldima/', 'facebook': 'https://www.facebook.com/pixeldima'}",2925129-2,https://www.finder.fi/search?what=2925129-2&type=company
Aina Wireless,https://startup100.net/company/aina-wireless,"AINA provides broadband Push-to-Talk solutions including PTT applications and handheld devices increasing efficiency in business critical communication, productivity and safety. AINA - stay connected.
www.ainaptt.com

AINA has offices in Boston, Massachusetts, Salo, Finland and Sydney, Australia. The name AINA stands for a Finnish word meaning ""always"" which is the company's product focus on wireless communication and also a reminder of its Finnish roots.",2011,Hardware & Devices,Salo,http://www.aina-wireless.com/,"{'twitter': 'https://www.twitter.com/AINAWireless', 'facebook': 'https://www.facebook.com/ainawireless', 'linkedin': 'https://www.linkedin.com/company/ainawireless', 'youtube': 'https://www.youtube.com/user/ainawireless'}",,
aino.ar,https://startup100.net/company/ainoar,"Aino.ar is building the 3D design ecosystem that allows anyone to design anything with real buyable products from any brand; in the browser, at realtime speed, in stunning quality, and with unforeseen flexibility.

For our customers we unleash the full power of 3D with an easy way to get started; product viewers, product bundling, configurability, in-motion and still virtual staging, AR, full room design, spatial commerce etc. 

Our vision is to become the go-to place for consumers and designers globally to design, get inspired, and buy all things home and office. 

Founded by gaming, tech, and design experts, we’ve raised 800ke from FOV Ventures and angels in Europe and the US. 

We are a proud member of 1% for the Planet, committing 1% of annual sales to environmental causes.",2018,Augmented & Virtual Reality,Helsinki,https://aino.ar/,"{'facebook': 'https://www.facebook.com/ainoarcompany', 'linkedin': 'https://www.linkedin.com/company/78411971'}",2955656-3,https://www.finder.fi/search?what=2955656-3&type=company
Airawise,https://startup100.net/company/airawise,"Airawise erikoistuu muuttamaan kestävyyden kilpailueduksi. Tarjoamme räätälöityjä työpajoja, strategian kehittämistä ja operatiivisen erinomaisuuden konsultointia, jotka valtuuttavat yritykset sisällyttämään kestävyyden tehokkaasti ja mitattavasti ydinstrategioihinsa. Tutustu, kuinka datavetoinen lähestymistapamme voi parantaa yrityksesi kestävyyttä.",2018,SaaS/Business Software,Vantaa,https://airaimpact.com/,{'twitter': 'https://www.twitter.com/AiraImpact'},2945033-9,https://www.finder.fi/search?what=2945033-9&type=company
Aircohol,https://startup100.net/company/aircohol,Aircohol® technology empowers distilleries & breweries to produce the world's most sustainable drinks from their own CO2,2021,Food & Beverage Technology,Helsinki,https://aircohol.com/,"{'twitter': 'https://www.twitter.com/aircohol/', 'facebook': 'https://www.facebook.com/profile.php'}",3221291-3,https://www.finder.fi/search?what=3221291-3&type=company
Air Dice,https://startup100.net/company/air-dice,"Air Dice group is a group of leading developers of highly entertaining money games, combining new content and visual excellence with the traditional thrill of money gaming.",,,,http://www.airdice.com,{},,
AirFaas,https://startup100.net/company/airfaas,"In a competitive and complex business environment, we long for simple solutions. Buying and selling industrially manufactured products is complicated: simultaneous projects, different versions of Bills of Materials and drawings, possibly hundreds of business partners to communicate with and to keep informed about everything. Managing it manually or with disconnected tools is a nightmare that keeps you from focusing on business and hinders your growth. 

AirFaas offers a gateway into the future of technical procurement allowing users to spend  more time running their business and less time struggling with complex systems. AirFaas is the user friendly solution built to digitalize and automate procurement processes and connect businesses.

AIRFAAS SOLUTION
- 100% visibility and control on direct spend and sales
- Covers all procurement processes end-to-end
- Digitally connects buyers and sellers on a single solution
- The Most user friendly option on the market
- Cloud based – available everywhere and all devices
- Subcontractor-friendly
- Great value for money

COMPANY
AirFaas is a Finnish software company that digitalizes procurement and supply chains. Backed by industrial investors and industry leaders, the company was founded by procurement and supply chain specialists with decades of experience in global business. AirFaas was awarded “Masters of Digital 2018” by DIGITALEUROPE as the next tech giant of Europe.",2020,SaaS/Business Software,Helsinki,https://www.airfaas.com/,"{'twitter': 'https://twitter.com/AirFaas', 'facebook': 'https://www.facebook.com/airfaas'}",3179643-5,https://www.finder.fi/search?what=3179643-5&type=company
Airmodus,https://startup100.net/company/airmodus,"Airmodus manufactures aerosol particle measurement devices for the detection of the very smallest airborne particles: 
the Airmodus Particle Size Magnifier (PSM) allows scientist to count individual particles as small as 1 nm in diameter, bringing the aerosol measurements down to molecular scales. The Airmodus Condensation Particle Counters (CPCs) are user-friendly tools e.g. for researcher, air quality authorities and vehicle engine developers for counting sub-micron aerosol particles.

We at Airmodus believe that scientific inventions should be made available not only to the scientific community, but also to industrial users and air quality authorities. If you have a challenge that involves measurement of ultrafine aerosol particles, do not hesitate to contact any of our staff. There is also an active Particle Size Magnifier User Community; scientists helping each other and sharing their expertize. We feel privileged being part of this Community and are happy to introduce new members!

Airmodus Ltd. is a spin-off from the University of Helsinki, Finland.",2010,Nanotechnology,Helsinki,http://www.airmodus.com/,"{'twitter': 'https://www.twitter.com/VanhanenJoonas/', 'linkedin': 'https://www.linkedin.com/company/777744'}",,
Airpay,https://startup100.net/company/airpay,"AirPay Digital makes paying easy and so unobtrusive, it’s like air. We’re making paper receipts history – digital receipts are the future. 

And because we love the air, we are making more of it for planet Earth. AirPay Digital plants trees based on customer transactions. The more the card is used, the more we combat climate change, together.",2010,Finance Technology,Helsinki,https://www.airpaydigital.fi/,{'linkedin': 'https://www.linkedin.com/company/26515509'},,
Aitofit,https://startup100.net/company/aitofit,"Liikuntatieteilijöiden rakentama, tekoälyä hyödyntävä treenisovellus yksilöi sinulle sopivan treenimäärän, palautumisen ja tulokset.",2022,Health & Medical Technology,Helsinki,https://www.aitofit.io/,{},3327828-7,https://www.finder.fi/search?what=3327828-7&type=company
Aiven,https://startup100.net/company/aiven,"Aiven provides managed open source data technologies on all major clouds. 

With Aiven, developers can do what they do best: create applications. Meanwhile, we do what we do best; manage cloud data infrastructure. We enable customers to drive business results from open source that trigger true transformations.

Currently, we offer Apache Kafka, Apache Cassandra, PostgreSQL, MySQL, OpenSearch, Redis, InfluxDB, Grafana, and M3 in more than 90 regions around the world on AWS, GCP, Microsoft Azure, DigitalOcean, and UpCloud cloud platforms.

Aiven has offices in Helsinki, Berlin, Boston, Toronto and Sydney. To learn more about our company and services, visit https://aiven.io.",2016,SaaS/Business Software,Helsinki,https://aiven.io/,"{'twitter': 'https://twitter.com/aiven_io', 'facebook': 'https://www.facebook.com/aivencloud', 'linkedin': 'https://www.linkedin.com/company/10294984'}",2795743-5,https://www.finder.fi/search?what=2795743-5&type=company
Aivo Health,https://startup100.net/company/aivo-health,Digital health solution for chronic low back pain relief.,,,,https://aivohealth.com/,"{'twitter': 'https://www.twitter.com/aivohealth/', 'facebook': 'https://www.facebook.com/aivohealth'}",2887781-6,https://www.finder.fi/search?what=2887781-6&type=company
Aiwo Digital,https://startup100.net/company/aiwo-digital,"Aiwo analyses your multi-channel customer and employee communications into clear visuals to make data-based decisions to improve your products or services.

Aiwo System Will Create Unfair Competitive Advantage To Our Customers 📣",,,,http://www.aiwo.ai,"{'twitter': 'https://twitter.com/AiwoDigital', 'linkedin': 'https://www.linkedin.com/company/12652915'}",2945537-5,https://www.finder.fi/search?what=2945537-5&type=company
AJR Solutions,https://startup100.net/company/ajr-solutions,"Cloud / IoT / Mobile / Web solutions. 

AJR Solutions is an inventive technology company that is specialized in the most advanced cloud and IoT solutions. Based in Finland, we’re helping our customers get the full benefit of cloud all over the world.

Our services include customized end-to-end solutions consisting of comprehensive IT solutions, software development, web and mobile development, software licenses, cloud and IoT trainings and consulting, and migration services with CloudOnMove, a revolutionary migration tool completely developed by us. With CloudOnMove, we are able to migrate servers to the cloud and between cloud platforms faster, easier and more cost-efficiently than ever before. Please see CloudOnMove.com for more info, and contact us for customized solutions. It's our passion - advance with us!",2015,SaaS/Business Software,Salo,https://ajr.fi/,"{'twitter': 'https://twitter.com/AJRSolutions', 'facebook': 'https://www.facebook.com/ajrsolutionsoy', 'linkedin': 'https://www.linkedin.com/company/15205985'}",2729069-3,https://www.finder.fi/search?what=2729069-3&type=company
Alberga Brewing Company,https://startup100.net/company/alberga-brewing-company,"Visionamme on tarjota korkealaatuisia käsityöläisoluita, jotka sopivat niin arvokkaisiin ja juhlaviin hetkiin kuin arjen rentoutumiseenkin. Tavoitteenamme on nostaa olut sen ansaitsemaan asemaan – korkealaatuiseksi seurustelujuomaksi sekä ruoan aveciksi, viinin ja samppanjan rinnalle.

Emme halua kahlehtia itseämme ja ideoitamme tuotannollisiin haasteisiin, vaan toimimme joustavalla kiertolaisperiaattella. Sen ansiosta olemme vapaita toteuttamaan villeimmätkin tuoteinnovaatiomme sitoutumattomasti aina parhaiden yhteistyökumppaneiden kanssa.",2016,Food & Beverage Technology,Espoo,https://albergabrewing.com/,{'facebook': 'https://www.facebook.com/parastaolutta'},2763414-2,https://www.finder.fi/search?what=2763414-2&type=company
Albertine,https://startup100.net/company/albertine-technology,,,,,https://www.albertineapp.com/,{},3200983-5,https://www.finder.fi/search?what=3200983-5&type=company
Albert Welding,https://startup100.net/company/albert-welding,ISDNにおいてインターネットをするということであれば、対応しているプロバイダを探すことになります。,2017,Industrial Equipment,Joensuu,https://www.albertwelding.com/,{'facebook': 'https://www.facebook.com/Albert-Welding-OY-951379585251533'},2859701-3,https://www.finder.fi/search?what=2859701-3&type=company
Alfons Education,https://startup100.net/company/alfons-education,Alfons on helppo digitaalinen oppimisympäristö kaikkeen opetukseen ja oppimiseen. Suomalaisten opettajien tarpeiden ja toiveiden mukaan kehitetty.,2014,Education Technology,Helsinki,https://alfons.education/,{'facebook': 'https://www.facebook.com/alfonseducation'},,
Algorithmiq,https://startup100.net/company/algorithmiq,"Algorithmiq is a company developing advanced algorithms to solve complex problems in life sciences. 
Our mission is to revolutionise life sciences by exploiting the potential of quantum computing to solve currently inaccessible problems.
We combine our expertise in quantum information, complex systems, and computational physics to develop algorithms that run on near-term quantum devices to discover new drugs and develop new materials",2020,Quantum Computing,Helsinki,https://algorithmiq.fi/,{'twitter': 'https://www.twitter.com/AlgorithmiqLtd'},3131937-2,https://www.finder.fi/search?what=3131937-2&type=company
Alinor,https://startup100.net/company/alinor,"Hire digital workers to automate all of your sourcing and procurement processes. Alinor is the next generation platform for sourcing, PO and RFx management.",,,,https://www.alinor.ai/,{},3230947-5,https://www.finder.fi/search?what=3230947-5&type=company
Almondella,https://startup100.net/company/almondella,"About Lazada Group 

Founded in 2012, Lazada Group is the leading eCommerce platform in Southeast Asia. We are accelerating progress in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam through commerce and technology. With the largest logistics and payments networks in the region, Lazada is a part of our consumers’ daily lives in the region and we aim to serve 300 million shoppers by 2030. Since 2016, Lazada is the Southeast Asia flagship platform of the Alibaba Group powered by its cutting-edge technology infrastructure.",2012,Other Consumer Technology,Helsinki,http://www.almondella.com,"{'twitter': 'https://www.twitter.com/LazadaID/', 'facebook': 'https://www.facebook.com/LazadaIndonesia', 'linkedin': 'https://www.linkedin.com/company/11855380'}",,
Almost Human,https://startup100.net/company/almost-human,Almost Human Ltd.,2011,Gaming,Helsinki,http://www.grimrock.net/,"{'twitter': 'https://www.twitter.com/AlmostHumanLtd/', 'facebook': 'https://www.facebook.com/grimrockgame', 'youtube': 'https://www.youtube.com/channel/UCRJ6zcImADyZhwJBzhGRm_Q'}",,
Alpakka Media,https://startup100.net/company/alpakka-media,"Tee se uudelleen ja tee se oikein. Pyydä apua ammattitaitoisilta yrittäjiltä, ​​jotka tekevät työt ammattitaidolla. Tässä on lisätietoa!",,,,http://www.alpakkamedia.fi,"{'facebook': 'https://www.facebook.com/pages/Alpakka-Media/217651924928630', 'youtube': 'https://www.youtube.com/user/AlpakkaMedia'}",,
AlphaSense,https://startup100.net/company/alphasense,"AlphaSense is how the world’s most sophisticated companies remove uncertainty from their decision-making. With market intelligence and search built on proven AI, AlphaSense quickly delivers relevant insights from a trustworthy universe of public and private content—including equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content.


Headquartered in New York City, AlphaSense employs over 1,000 people across offices in the U.S., U.K., Finland, India, and Singapore. For more information, please visit www.alpha-sense.com.",2008,SaaS/Business Software,Helsinki,https://www.alpha-sense.com/,"{'twitter': 'https://www.twitter.com/AlphaSenseInc/', 'facebook': 'https://www.facebook.com/AlphaSenseInc', 'linkedin': 'https://www.linkedin.com/company/3508673'}",,
Altal,https://startup100.net/company/altal,"Solving User Stories of Independent Living

Independent living is the new standard for a growing number of elderly citizen. Despite the huge strides technology makes every year, very little is happening on the terms of the elderly users. 

We want to change this. We want to make the promises of tomorrow’s technology a reality for elderly today. We believe we can solve the user’s own stories of independent living.",2014,Health & Medical Technology,Kangasala,http://altal.fi/,"{'twitter': 'https://twitter.com/altalfi', 'linkedin': 'https://www.linkedin.com/company/3699794'}",,
